,cluster_label,price_per_stay,review_scores_rating,Neighborhood,Property,Room Type
550,4,60.0,90,Serra Mesa,House,Private room
551,1,60.0,60,Mission Valley,Condominium,Shared room
552,4,60.0,96,Cortez Hill,Apartment,Shared room
553,4,60.0,100,Normal Heights,Apartment,Private room
554,4,60.0,98,Bay Ho,House,Private room
555,4,60.0,100,Old Town,Apartment,Private room
556,4,60.0,97,Pacific Beach,Apartment,Private room
557,0,59.0,91,Ocean Beach,House,Private room
558,4,59.0,100,Paradise Hills,House,Private room
559,5,58.0,95,East Village,Apartment,Shared room
560,5,55.0,97,Pacific Beach,Apartment,Private room
561,2,55.0,20,Normal Heights,House,Shared room
562,4,55.0,97,Pacific Beach,House,Shared room
563,4,55.0,80,Gaslamp Quarter,Other,Private room
564,4,55.0,94,Pacific Beach,Hostel,Shared room
565,0,55.0,99,Memorial,House,Private room
566,4,55.0,100,Pacific Beach,Hostel,Shared room
567,4,55.0,100,Pacific Beach,Hostel,Shared room
568,4,55.0,100,Pacific Beach,Hostel,Shared room
569,4,55.0,100,Pacific Beach,Hostel,Shared room
570,4,55.0,100,Pacific Beach,Hostel,Shared room
571,4,55.0,100,Pacific Beach,Hostel,Shared room
572,4,55.0,100,Pacific Beach,Hostel,Shared room
573,1,55.0,90,Pacific Beach,Hostel,Shared room
574,4,55.0,97,Pacific Beach,Hostel,Shared room
575,4,55.0,97,Pacific Beach,Hostel,Shared room
576,5,55.0,98,Loma Portal,Condominium,Private room
577,5,55.0,100,Ocean Beach,Guesthouse,Shared room
578,4,55.0,99,Mira Mesa,House,Private room
579,4,55.0,97,North Hills,Condominium,Private room
580,4,55.0,98,Loma Portal,Townhouse,Private room
581,5,53.0,90,Kensington,House,Private room
582,4,50.0,100,East Village,Serviced apartment,Private room
583,1,50.0,80,Clairemont Mesa,House,Private room
584,4,50.0,100,North Hills,Apartment,Private room
585,5,50.0,100,North Hills,Apartment,Shared room
586,5,50.0,80,Moreno Mission,Apartment,Private room
587,4,50.0,94,Carmel Valley,House,Private room
588,4,50.0,90,Bird Land,House,Private room
589,4,50.0,88,City Heights East,Guest suite,Entire home/apt
590,4,50.0,93,Linda Vista,House,Private room
591,4,50.0,100,Pacific Beach,Hostel,Shared room
592,4,50.0,90,Pacific Beach,Hostel,Shared room
593,4,50.0,100,Pacific Beach,Hostel,Shared room
594,4,50.0,100,Estlake Greens,House,Private room
595,4,50.0,100,Pacific Beach,Hostel,Shared room
596,4,50.0,94,Pacific Beach,Hostel,Shared room
597,4,50.0,97,Pacific Beach,Hostel,Shared room
598,4,50.0,93,Pacific Beach,Hostel,Shared room
599,4,50.0,97,Pacific Beach,Hostel,Shared room
600,4,50.0,88,Pacific Beach,Hostel,Shared room
601,4,50.0,97,Pacific Beach,Hostel,Shared room
602,4,50.0,100,Pacific Beach,Hostel,Shared room
603,4,50.0,100,Pacific Beach,Hostel,Shared room
604,4,50.0,91,Pacific Beach,Hostel,Shared room
605,5,50.0,100,University City,Apartment,Private room
606,4,50.0,98,Clairemont Mesa,House,Shared room
607,4,50.0,98,Rancho Penasquitos,House,Private room
608,4,50.0,100,North Clairemont,House,Private room
609,4,50.0,100,Loma Portal,Condominium,Private room
610,4,50.0,96,Ocean Beach,Apartment,Private room
611,4,50.0,100,Midtown,House,Private room
612,4,50.0,100,Serra Mesa,House,Private room
613,4,50.0,100,Mira Mesa,House,Private room
614,4,50.0,60,Mira Mesa,House,Private room
615,4,50.0,98,Paradise Hills,House,Private room
616,0,49.0,93,North Clairemont,House,Private room
617,5,49.0,98,College Area,House,Private room
618,4,49.0,95,Balboa Park,House,Private room
619,5,49.0,98,Otay Ranch,House,Private room
620,5,49.0,97,Pacific Beach,Apartment,Shared room
621,4,49.0,93,Clairemont Mesa,Villa,Private room
622,4,49.0,89,Grant Hill,Apartment,Shared room
623,5,49.0,100,Kensington,House,Private room
624,4,49.0,100,Otay Ranch,House,Private room
625,4,48.0,97,North Clairemont,House,Private room
626,4,48.0,97,South Park,House,Private room
627,5,47.0,96,Mission Bay,House,Private room
628,4,47.0,98,Kensington,House,Private room
629,4,46.0,88,Rancho Penasquitos,Villa,Private room
630,4,46.0,100,Mira Mesa,House,Private room
631,4,46.0,98,Loma Portal,Townhouse,Shared room
632,4,45.0,90,Little Italy,Hostel,Private room
633,4,45.0,89,Mira Mesa,Guest suite,Private room
634,4,45.0,91,University City,House,Private room
635,5,45.0,98,Bay Ho,House,Private room
636,5,45.0,100,Clairemont Mesa,House,Private room
637,4,45.0,86,Clairemont Mesa,Guest suite,Private room
638,5,45.0,93,Rancho Penasquitos,Condominium,Private room
639,5,45.0,100,Pacific Beach,Condominium,Shared room
640,5,45.0,97,Mira Mesa,House,Private room
641,2,45.0,20,Carmel Valley,Townhouse,Private room
642,5,45.0,98,Loma Portal,Apartment,Private room
643,4,45.0,100,San Carlos,Townhouse,Private room
644,1,45.0,100,Carmel Valley,Townhouse,Private room
645,4,45.0,93,Balboa Park,House,Private room
646,4,45.0,100,Clairemont Mesa,House,Private room
647,5,45.0,98,Loma Portal,Apartment,Shared room
648,5,43.0,97,Pacific Beach,Apartment,Private room
649,5,40.0,98,City Heights West,Apartment,Private room
650,0,40.0,95,Midtown,House,Private room
651,5,40.0,97,University City,Apartment,Shared room
652,5,40.0,98,Scripps Ranch,Townhouse,Private room
653,5,40.0,99,Serra Mesa,Apartment,Private room
654,4,40.0,98,Bay Ho,Townhouse,Private room
655,5,40.0,98,Old Town,Bed and breakfast,Shared room
656,4,40.0,91,Mission Bay,House,Shared room
657,4,40.0,97,Southcrest,House,Private room
658,5,40.0,100,Mira Mesa,House,Private room
659,4,40.0,98,Rancho Penasquitos,Villa,Private room
660,0,39.0,97,North Hills,Apartment,Private room
661,5,39.0,97,Pacific Beach,House,Private room
662,4,39.0,96,Clairemont Mesa,Townhouse,Private room
663,4,39.0,100,Carmel Mountain,House,Private room
664,4,39.0,97,Mira Mesa,House,Private room
665,4,39.0,98,Midtown,House,Shared room
666,5,38.0,75,West University Heights,Apartment,Private room
667,5,38.0,100,North Hills,Apartment,Private room
668,4,38.0,100,Gateway,House,Private room
669,5,37.0,92,Pacific Beach,Apartment,Private room
670,4,37.0,75,Mira Mesa,House,Private room
671,4,37.0,99,Bay Park,House,Private room
672,4,35.0,100,Clairemont Mesa,Apartment,Private room
673,5,35.0,80,Balboa Park,Apartment,Shared room
674,5,35.0,96,North Hills,Apartment,Private room
675,4,35.0,91,University City,House,Private room
676,5,35.0,97,La Jolla Village,Apartment,Private room
677,4,35.0,97,Clairemont Mesa,House,Private room
678,4,35.0,100,San Ysidro,Castle,Private room
679,4,35.0,99,Serra Mesa,Apartment,Private room
680,4,35.0,100,San Ysidro,Townhouse,Private room
681,4,34.0,99,Southwest,House,Private room
682,1,34.0,98,Midtown,Bed and breakfast,Shared room
683,1,34.0,80,Midtown,Bed and breakfast,Shared room
684,4,33.0,93,San Ysidro,House,Private room
685,4,33.0,100,Southwest,House,Private room
686,5,33.0,100,Mira Mesa,House,Private room
687,4,32.0,92,Loma Portal,House,Private room
688,1,32.0,99,Northwest,House,Private room
689,5,32.0,87,North Hills,Apartment,Shared room
690,1,32.0,98,Midtown,Bed and breakfast,Shared room
691,5,31.0,91,Midtown,House,Private room
692,4,31.0,96,Nestor,House,Private room
693,4,31.0,100,Kearny Mesa,Townhouse,Private room
694,4,30.0,93,Loma Portal,House,Private room
695,4,30.0,100,San Ysidro,House,Private room
696,4,30.0,99,Carmel Valley,House,Private room
697,5,30.0,97,North Clairemont,House,Private room
698,4,30.0,97,San Ysidro,House,Private room
699,0,29.0,94,East Village,Hostel,Shared room
700,0,29.0,95,Clairemont Mesa,House,Private room
701,4,29.0,97,Mira Mesa,House,Shared room
702,4,29.0,94,Mira Mesa,House,Shared room
703,5,28.0,91,West University Heights,Apartment,Private room
704,5,27.0,100,Carmel Mountain,House,Private room
705,4,27.0,100,Loma Portal,Townhouse,Shared room
706,1,25.0,60,Marina,Hostel,Shared room
707,4,25.0,100,Gaslamp Quarter,Hostel,Shared room
708,0,25.0,95,Loma Portal,Apartment,Private room
709,4,25.0,87,Marina,Hostel,Shared room
710,1,25.0,70,Gaslamp Quarter,Hostel,Shared room
711,4,25.0,88,Gaslamp Quarter,Hostel,Shared room
712,1,25.0,73,Marina,Hostel,Shared room
713,4,25.0,90,Gaslamp Quarter,Hostel,Shared room
714,4,25.0,80,Marina,Hostel,Shared room
715,4,25.0,96,Marina,Hostel,Shared room
716,4,25.0,100,Marina,Hostel,Shared room
717,4,25.0,87,Marina,Hostel,Shared room
718,1,25.0,60,Marina,Hostel,Shared room
719,0,25.0,97,Sorrento Valley,Apartment,Shared room
720,4,25.0,100,Talmadge,Condominium,Shared room
721,4,25.0,97,University City,Apartment,Shared room
722,5,23.0,97,Clairemont Mesa,Apartment,Private room
723,5,20.0,100,Mission Bay,Apartment,Shared room
724,5,20.0,100,Midtown,Tent,Private room
725,5,20.0,98,City Heights West,Apartment,Shared room
726,4,20.0,100,Midtown,House,Shared room
727,4,20.0,93,Midtown,House,Private room
728,4,20.0,100,Mount Hope,House,Shared room
729,4,19.0,90,Mira Mesa,Townhouse,Private room
730,1,18.0,98,Northwest,House,Private room
731,4,17.0,98,Midtown,House,Private room
732,5,13.0,100,Midtown,Tent,Private room
733,5,10.0,98,Moreno Mission,Hostel,Shared room
734,2,10000.0,98,Marina,Loft,Private room
735,2,6000.0,95,East Village,Loft,Entire home/apt
736,5,1800.0,95,East Village,Apartment,Entire home/apt
737,5,3200.0,95,East Village,Condominium,Entire home/apt
738,1,230.0,97,University City,Apartment,Private room
739,5,2300.0,96,Gaslamp Quarter,Condominium,Entire home/apt
740,4,60.0,98,Northwest,Guest suite,Private room
741,4,1000.0,97,Little Italy,Condominium,Entire home/apt
742,1,125.0,96,Marina,Condominium,Entire home/apt
743,5,110.0,96,Cortez Hill,Condominium,Entire home/apt
744,1,200.0,93,La Jolla,Guesthouse,Shared room
745,1,99.0,93,University City,Condominium,Entire home/apt
746,4,67.0,100,City Heights West,House,Entire home/apt
747,5,950.0,96,Mission Bay,House,Private room
748,1,106.0,96,Marina,Condominium,Entire home/apt
749,4,69.0,99,Midtown District,Condominium,Entire home/apt
750,5,12000.0,98,Normal Heights,Condominium,Private room
751,3,11820.0,96,Gaslamp Quarter,Loft,Entire home/apt
752,1,120.0,100,Pacific Beach,Cottage,Entire home/apt
753,4,119.0,97,Balboa Park,Apartment,Entire home/apt
754,4,119.0,97,Balboa Park,Apartment,Entire home/apt
755,1,117.0,97,Pacific Beach,Cottage,Entire home/apt
756,2,9999.0,99,Carmel Valley,Apartment,Private room
757,1,327.0,100,North Hills,Apartment,Entire home/apt
758,4,100.0,98,Columbia,Condominium,Private room
759,4,300.0,100,Cortez Hill,Condominium,Entire home/apt
760,4,300.0,96,Cortez Hill,Condominium,Entire home/apt
761,1,9000.0,97,Ocean Beach,Condominium,Entire home/apt
762,1,99.0,97,Ocean Beach,Condominium,Entire home/apt
763,5,8700.0,100,Del Mar Heights,House,Entire home/apt
764,1,90.0,100,La Jolla Village,Condominium,Entire home/apt
765,4,90.0,93,North Hills,Apartment,Entire home/apt
766,1,8029.0,94,University City,Townhouse,Entire home/apt
767,4,85.0,95,Mountain View,Apartment,Private room
768,4,60.0,96,Mission Bay,Condominium,Entire home/apt
769,1,7000.0,100,La Jolla Village,House,Entire home/apt
770,4,75.0,100,East Village,Condominium,Entire home/apt
771,4,55.0,100,Balboa Park,Apartment,Entire home/apt
772,5,6300.0,96,Cortez Hill,Condominium,Entire home/apt
773,1,6255.0,100,East Village,Loft,Entire home/apt
774,5,69.0,95,East Village,Loft,Entire home/apt
775,5,47.0,98,Northwest,House,Private room
776,1,6000.0,96,Mission Bay,Condominium,Entire home/apt
777,4,80.0,98,North Hills,Bungalow,Entire home/apt
778,5,6000.0,95,East Village,Condominium,Entire home/apt
779,1,5700.0,97,University City,Condominium,Entire home/apt
780,3,70.0,97,University City,Apartment,Entire home/apt
781,1,60.0,98,Old Town,Condominium,Entire home/apt
782,4,5400.0,100,Cortez Hill,Condominium,Entire home/apt
783,5,5400.0,98,College Area,Guest suite,Private room
784,1,5400.0,95,Midtown,Apartment,Entire home/apt
785,5,5300.0,97,Sabre Springs,Apartment,Private room
786,5,5250.0,95,East Village,Apartment,Private room
787,1,5100.0,93,Core,Serviced apartment,Entire home/apt
788,4,4800.0,91,Darnall,House,Private room
789,4,4680.0,98,Little Italy,Condominium,Entire home/apt
790,5,4650.0,96,Old Town,Condominium,Private room
791,1,4650.0,90,Pacific Beach,Condominium,Entire home/apt
792,5,4500.0,99,Carmel Valley,House,Private room
793,1,4410.0,100,Park West,Condominium,Entire home/apt
794,5,4350.0,100,College Area,Condominium,Entire home/apt
795,3,4321.0,95,Gaslamp Quarter,Apartment,Entire home/apt
796,4,4200.0,96,Little Italy,Condominium,Entire home/apt
797,3,4160.0,100,Mission Bay,Condominium,Entire home/apt
798,5,4050.0,98,Grantville,Townhouse,Entire home/apt
799,1,4000.0,60,City Heights West,Apartment,Entire home/apt
800,1,4000.0,97,Moreno Mission,Apartment,Entire home/apt
801,4,3990.0,95,East Village,Condominium,Entire home/apt
802,5,3900.0,100,Little Italy,Condominium,Entire home/apt
803,4,3900.0,99,Cortez Hill,Condominium,Entire home/apt
804,5,3900.0,96,Gaslamp Quarter,Condominium,Entire home/apt
805,1,3900.0,95,East Village,Condominium,Entire home/apt
806,1,3900.0,100,Midtown,Condominium,Entire home/apt
807,1,3900.0,95,East Village,Condominium,Entire home/apt
808,5,3900.0,95,East Village,Condominium,Entire home/apt
809,5,3750.0,99,Midtown,Condominium,Private room
810,1,3750.0,100,Pacific Beach,Other,Entire home/apt
811,4,3750.0,99,North Hills,Apartment,Entire home/apt
812,5,3750.0,96,Gaslamp Quarter,Apartment,Entire home/apt
813,5,3750.0,80,Mission Bay,Other,Private room
814,5,3720.0,100,East Village,Condominium,Entire home/apt
815,1,3720.0,100,Carmel Valley,Condominium,Entire home/apt
816,4,3720.0,90,Mission Valley,Townhouse,Private room
817,1,3720.0,95,East Village,Condominium,Entire home/apt
818,1,3690.0,98,Gaslamp Quarter,Loft,Entire home/apt
819,1,3658.0,100,Pacific Beach,Apartment,Entire home/apt
820,4,3625.0,96,Pacific Beach,Townhouse,Private room
821,1,3612.0,100,University City,Apartment,Entire home/apt
822,1,3600.0,96,Cortez Hill,Condominium,Entire home/apt
823,1,3600.0,100,Little Italy,Condominium,Entire home/apt
824,4,3600.0,96,Marina,Condominium,Private room
825,1,3600.0,100,East Village,Loft,Entire home/apt
826,5,3540.0,97,Encanto,House,Private room
827,1,3510.0,95,East Village,Condominium,Entire home/apt
828,1,3510.0,96,Gaslamp Quarter,Condominium,Entire home/apt
829,4,3500.0,100,Balboa Park,Condominium,Entire home/apt
830,5,3450.0,80,Gaslamp Quarter,Condominium,Entire home/apt
831,1,3450.0,98,Midtown,Condominium,Entire home/apt
832,1,3450.0,100,Midtown,Condominium,Entire home/apt
833,5,3450.0,100,Little Italy,Condominium,Entire home/apt
834,1,3390.0,100,Gaslamp Quarter,Condominium,Entire home/apt
835,4,3375.0,97,Balboa Park,Condominium,Entire home/apt
836,1,3300.0,96,Cortez Hill,Condominium,Entire home/apt
837,1,3300.0,100,East Village,Condominium,Entire home/apt
838,1,3300.0,96,Gaslamp Quarter,Condominium,Entire home/apt
839,1,3300.0,100,East Village,Condominium,Entire home/apt
840,1,3300.0,100,Cortez Hill,Condominium,Entire home/apt
841,1,3300.0,98,Midtown,Condominium,Entire home/apt
842,1,3270.0,100,Marina,Condominium,Entire home/apt
843,5,40.0,100,North Hills,Condominium,Entire home/apt
844,1,3180.0,90,Pacific Beach,Condominium,Entire home/apt
845,1,3180.0,96,Gaslamp Quarter,Condominium,Entire home/apt
846,1,3100.0,91,East Village,Loft,Entire home/apt
847,4,3100.0,100,Pacific Beach,Condominium,Entire home/apt
848,1,3090.0,95,East Village,Condominium,Entire home/apt
849,1,3090.0,100,Gaslamp Quarter,Condominium,Entire home/apt
850,1,3090.0,95,East Village,Condominium,Entire home/apt
851,1,3090.0,95,East Village,Condominium,Entire home/apt
852,1,3090.0,100,East Village,Condominium,Entire home/apt
853,5,3060.0,100,Little Italy,Condominium,Entire home/apt
854,1,3060.0,100,La Jolla,Apartment,Entire home/apt
855,5,3052.0,100,East Village,Loft,Entire home/apt
856,1,3000.0,100,Gaslamp Quarter,Condominium,Entire home/apt
857,1,3000.0,100,Little Italy,Apartment,Entire home/apt
858,2,3000.0,60,East Village,Loft,Entire home/apt
859,1,3000.0,100,Balboa Park,Condominium,Entire home/apt
860,1,3000.0,100,East Village,Condominium,Entire home/apt
861,1,3000.0,97,Midtown,Condominium,Private room
862,1,3000.0,100,Little Italy,Condominium,Entire home/apt
863,4,3000.0,99,Carmel Valley,House,Private room
864,4,3000.0,95,Park West,Condominium,Entire home/apt
865,1,3000.0,95,East Village,Condominium,Entire home/apt
866,5,2970.0,89,Midtown,Condominium,Entire home/apt
867,1,2970.0,88,Park West,Apartment,Entire home/apt
868,5,2970.0,98,Loma Portal,Apartment,Private room
869,5,2970.0,99,North Hills,House,Private room
870,4,2970.0,97,Marina,Townhouse,Entire home/apt
871,1,2970.0,100,Cortez Hill,Condominium,Entire home/apt
872,1,2970.0,98,Loma Portal,Guesthouse,Entire home/apt
873,1,2945.0,100,La Jolla,Condominium,Entire home/apt
874,5,2940.0,95,East Village,Condominium,Entire home/apt
875,1,2940.0,96,Core,Condominium,Entire home/apt
876,1,2940.0,100,Grantville,Condominium,Entire home/apt
877,1,2850.0,99,East Village,Loft,Entire home/apt
878,4,2850.0,96,Core,House,Entire home/apt
879,1,2850.0,60,East Village,Apartment,Entire home/apt
880,1,2850.0,60,Carmel Valley,Condominium,Entire home/apt
881,5,2800.0,100,Little Italy,Condominium,Entire home/apt
882,4,2800.0,100,Moreno Mission,Apartment,Private room
883,1,2800.0,93,Midtown,Condominium,Entire home/apt
884,4,400.0,97,University City,House,Private room
885,1,2790.0,98,Cortez Hill,Condominium,Entire home/apt
886,4,2790.0,100,Serra Mesa,House,Entire home/apt
887,4,2772.0,96,Pacific Beach,Condominium,Entire home/apt
888,4,2760.0,95,East Village,Condominium,Entire home/apt
889,1,2759.0,96,Linda Vista,House,Entire home/apt
890,4,2759.0,100,Linda Vista,Apartment,Entire home/apt
891,1,2730.0,100,Mission Valley,Apartment,Entire home/apt
892,0,2700.0,97,Little Italy,Condominium,Private room
893,4,2700.0,96,Carmel Valley,House,Private room
894,1,2700.0,100,East Village,Condominium,Entire home/apt
895,4,2700.0,97,South Park,House,Entire home/apt
896,1,2700.0,87,Wooded Area,Apartment,Entire home/apt
897,1,2700.0,99,West University Heights,Bungalow,Entire home/apt
898,4,2700.0,98,Moreno Mission,Condominium,Entire home/apt
899,1,2697.0,100,Carmel Valley,Condominium,Entire home/apt
900,3,2688.0,97,West University Heights,Apartment,Entire home/apt
901,5,2670.0,100,East Village,Condominium,Entire home/apt
